{'latitude': 37.63322473, 'longitude': 127.07766046, 'heading': 104.9, 'velocity': 0.1, 'pwml_chk': 1500, 'pwmr_chk': 1500, 'time_difference': 0}
{'latitude': 37.63329631, 'longitude': 127.0780293, 'heading': 349.9, 'velocity': 2.4, 'pwml_chk': 1456, 'pwmr_chk': 1693, 'time_difference': 0.2}
{'latitude': 37.63329848, 'longitude': 127.07802892, 'heading': 348.4, 'velocity': 2.3, 'pwml_chk': 1468, 'pwmr_chk': 1681, 'time_difference': 0.2}
{'latitude': 37.63329848, 'longitude': 127.07802892, 'heading': 348.4, 'velocity': 2.3, 'pwml_chk': 1478, 'pwmr_chk': 1671, 'time_difference': 0.0}
{'latitude': 37.63330062, 'longitude': 127.07802851, 'heading': 346.7, 'velocity': 2.3, 'pwml_chk': 1486, 'pwmr_chk': 1663, 'time_difference': 0.2}
{'latitude': 37.63330269, 'longitude': 127.07802803, 'heading': 345.3, 'velocity': 2.2, 'pwml_chk': 1486, 'pwmr_chk': 1663, 'time_difference': 0.2}
{'latitude': 37.63330465, 'longitude': 127.07802748, 'heading': 343.9, 'velocity': 2.1, 'pwml_chk': 1495, 'pwmr_chk': 1654, 'time_difference': 0.2}
{'latitude': 37.63330661, 'longitude': 127.07802692, 'heading': 342.7, 'velocity': 2.2, 'pwml_chk': 1495, 'pwmr_chk': 1654, 'time_difference': 0.2}
{'latitude': 37.6333085, 'longitude': 127.07802625, 'heading': 341.5, 'velocity': 2.1, 'pwml_chk': 1502, 'pwmr_chk': 1647, 'time_difference': 0.2}
{'latitude': 37.63331215, 'longitude': 127.07802491, 'heading': 339.2, 'velocity': 2.0, 'pwml_chk': 1502, 'pwmr_chk': 1647, 'time_difference': 0.4}
{'latitude': 37.63331387, 'longitude': 127.07802418, 'heading': 338.0, 'velocity': 2.0, 'pwml_chk': 1502, 'pwmr_chk': 1647, 'time_difference': 0.2}
{'latitude': 37.6333156, 'longitude': 127.07802338, 'heading': 337.2, 'velocity': 2.0, 'pwml_chk': 1502, 'pwmr_chk': 1647, 'time_difference': 0.2}
{'latitude': 37.63331729, 'longitude': 127.07802261, 'heading': 336.2, 'velocity': 1.9, 'pwml_chk': 1502, 'pwmr_chk': 1647, 'time_difference': 0.2}
{'latitude': 37.63331892, 'longitude': 127.07802179, 'heading': 335.2, 'velocity': 1.9, 'pwml_chk': 1502, 'pwmr_chk': 1647, 'time_difference': 0.2}
{'latitude': 37.63331892, 'longitude': 127.07802179, 'heading': 335.2, 'velocity': 1.9, 'pwml_chk': 1502, 'pwmr_chk': 1647, 'time_difference': 0.0}
{'latitude': 37.63332056, 'longitude': 127.07802096, 'heading': 334.1, 'velocity': 1.9, 'pwml_chk': 1546, 'pwmr_chk': 1603, 'time_difference': 0.2}
{'latitude': 37.63332217, 'longitude': 127.07802013, 'heading': 332.9, 'velocity': 1.9, 'pwml_chk': 1551, 'pwmr_chk': 1598, 'time_difference': 0.2}
{'latitude': 37.63332525, 'longitude': 127.07801831, 'heading': 331.4, 'velocity': 1.8, 'pwml_chk': 1555, 'pwmr_chk': 1594, 'time_difference': 0.4}
{'latitude': 37.63332676, 'longitude': 127.07801733, 'heading': 330.7, 'velocity': 1.8, 'pwml_chk': 1560, 'pwmr_chk': 1589, 'time_difference': 0.2}
{'latitude': 37.63332822, 'longitude': 127.07801645, 'heading': 330.0, 'velocity': 1.7, 'pwml_chk': 1567, 'pwmr_chk': 1582, 'time_difference': 0.2}
{'latitude': 37.63332958, 'longitude': 127.07801552, 'heading': 329.6, 'velocity': 1.6, 'pwml_chk': 1570, 'pwmr_chk': 1579, 'time_difference': 0.2}
{'latitude': 37.63333095, 'longitude': 127.07801456, 'heading': 329.4, 'velocity': 1.6, 'pwml_chk': 1573, 'pwmr_chk': 1576, 'time_difference': 0.2}
{'latitude': 37.63333095, 'longitude': 127.07801456, 'heading': 329.4, 'velocity': 1.6, 'pwml_chk': 1574, 'pwmr_chk': 1575, 'time_difference': 0.0}
{'latitude': 37.63333223, 'longitude': 127.07801363, 'heading': 329.2, 'velocity': 1.6, 'pwml_chk': 1574, 'pwmr_chk': 1575, 'time_difference': 0.2}
{'latitude': 37.6333335, 'longitude': 127.07801272, 'heading': 329.2, 'velocity': 1.6, 'pwml_chk': 1576, 'pwmr_chk': 1573, 'time_difference': 0.2}
{'latitude': 37.63333475, 'longitude': 127.07801181, 'heading': 329.1, 'velocity': 1.6, 'pwml_chk': 1576, 'pwmr_chk': 1573, 'time_difference': 0.2}
{'latitude': 37.63333717, 'longitude': 127.07800993, 'heading': 329.8, 'velocity': 1.5, 'pwml_chk': 1577, 'pwmr_chk': 1572, 'time_difference': 0.4}
{'latitude': 37.6333384, 'longitude': 127.07800908, 'heading': 329.7, 'velocity': 1.5, 'pwml_chk': 1577, 'pwmr_chk': 1572, 'time_difference': 0.2}
{'latitude': 37.63333958, 'longitude': 127.07800822, 'heading': 329.8, 'velocity': 1.5, 'pwml_chk': 1578, 'pwmr_chk': 1571, 'time_difference': 0.2}
{'latitude': 37.63334079, 'longitude': 127.07800744, 'heading': 329.7, 'velocity': 1.5, 'pwml_chk': 1578, 'pwmr_chk': 1571, 'time_difference': 0.2}
{'latitude': 37.633342, 'longitude': 127.0780066, 'heading': 329.8, 'velocity': 1.5, 'pwml_chk': 1578, 'pwmr_chk': 1571, 'time_difference': 0.2}
{'latitude': 37.63334322, 'longitude': 127.07800574, 'heading': 329.8, 'velocity': 1.5, 'pwml_chk': 1578, 'pwmr_chk': 1571, 'time_difference': 0.2}
{'latitude': 37.63334442, 'longitude': 127.07800499, 'heading': 329.9, 'velocity': 1.4, 'pwml_chk': 1578, 'pwmr_chk': 1571, 'time_difference': 0.2}
{'latitude': 37.63334558, 'longitude': 127.07800419, 'heading': 330.0, 'velocity': 1.4, 'pwml_chk': 1578, 'pwmr_chk': 1571, 'time_difference': 0.2}
{'latitude': 37.63334674, 'longitude': 127.07800339, 'heading': 330.3, 'velocity': 1.4, 'pwml_chk': 1578, 'pwmr_chk': 1571, 'time_difference': 0.2}
{'latitude': 37.63334787, 'longitude': 127.07800257, 'heading': 330.6, 'velocity': 1.4, 'pwml_chk': 1578, 'pwmr_chk': 1571, 'time_difference': 0.2}
{'latitude': 37.63334901, 'longitude': 127.07800181, 'heading': 330.7, 'velocity': 1.4, 'pwml_chk': 1578, 'pwmr_chk': 1571, 'time_difference': 0.2}
{'latitude': 37.63335015, 'longitude': 127.07800105, 'heading': 330.9, 'velocity': 1.4, 'pwml_chk': 1578, 'pwmr_chk': 1571, 'time_difference': 0.2}
{'latitude': 37.63335015, 'longitude': 127.07800105, 'heading': 330.9, 'velocity': 1.4, 'pwml_chk': 1578, 'pwmr_chk': 1571, 'time_difference': 0.0}
{'latitude': 37.6333524, 'longitude': 127.07799955, 'heading': 331.2, 'velocity': 1.4, 'pwml_chk': 1578, 'pwmr_chk': 1571, 'time_difference': 0.4}
{'latitude': 37.63335357, 'longitude': 127.07799877, 'heading': 331.4, 'velocity': 1.4, 'pwml_chk': 1578, 'pwmr_chk': 1571, 'time_difference': 0.2}
{'latitude': 37.63335474, 'longitude': 127.07799806, 'heading': 331.4, 'velocity': 1.4, 'pwml_chk': 1578, 'pwmr_chk': 1571, 'time_difference': 0.2}
{'latitude': 37.63335587, 'longitude': 127.07799728, 'heading': 331.6, 'velocity': 1.4, 'pwml_chk': 1578, 'pwmr_chk': 1571, 'time_difference': 0.2}
{'latitude': 37.63335702, 'longitude': 127.07799659, 'heading': 331.9, 'velocity': 1.4, 'pwml_chk': 1579, 'pwmr_chk': 1570, 'time_difference': 0.2}
{'latitude': 37.63335815, 'longitude': 127.07799585, 'heading': 331.8, 'velocity': 1.4, 'pwml_chk': 1579, 'pwmr_chk': 1570, 'time_difference': 0.2}
{'latitude': 37.63335932, 'longitude': 127.07799514, 'heading': 332.0, 'velocity': 1.4, 'pwml_chk': 1578, 'pwmr_chk': 1571, 'time_difference': 0.2}
{'latitude': 37.63336044, 'longitude': 127.07799441, 'heading': 332.2, 'velocity': 1.3, 'pwml_chk': 1579, 'pwmr_chk': 1570, 'time_difference': 0.2}
{'latitude': 37.63336159, 'longitude': 127.07799373, 'heading': 332.4, 'velocity': 1.4, 'pwml_chk': 1579, 'pwmr_chk': 1570, 'time_difference': 0.2}
{'latitude': 37.63336272, 'longitude': 127.07799304, 'heading': 332.4, 'velocity': 1.4, 'pwml_chk': 1579, 'pwmr_chk': 1570, 'time_difference': 0.2}
{'latitude': 37.63336389, 'longitude': 127.07799234, 'heading': 332.6, 'velocity': 1.4, 'pwml_chk': 1579, 'pwmr_chk': 1570, 'time_difference': 0.2}
{'latitude': 37.63336389, 'longitude': 127.07799234, 'heading': 332.6, 'velocity': 1.4, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.0}
{'latitude': 37.63336623, 'longitude': 127.07799105, 'heading': 332.2, 'velocity': 1.5, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.4}
{'latitude': 37.63336771, 'longitude': 127.07799045, 'heading': 329.3, 'velocity': 1.8, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.2}
{'latitude': 37.63336928, 'longitude': 127.07798969, 'heading': 326.1, 'velocity': 1.9, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.2}
{'latitude': 37.63337091, 'longitude': 127.07798874, 'heading': 322.7, 'velocity': 2.0, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.2}
{'latitude': 37.63337257, 'longitude': 127.07798755, 'heading': 318.9, 'velocity': 2.1, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.2}
{'latitude': 37.63337422, 'longitude': 127.07798625, 'heading': 315.2, 'velocity': 2.1, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.2}
{'latitude': 37.63337579, 'longitude': 127.07798471, 'heading': 311.9, 'velocity': 2.2, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.2}
{'latitude': 37.6333774, 'longitude': 127.077983, 'heading': 308.8, 'velocity': 2.3, 'pwml_chk': 1375, 'pwmr_chk': 1775, 'time_difference': 0.2}
{'latitude': 37.63337886, 'longitude': 127.07798116, 'heading': 305.7, 'velocity': 2.3, 'pwml_chk': 1438, 'pwmr_chk': 1711, 'time_difference': 0.2}
{'latitude': 37.63338025, 'longitude': 127.07797916, 'heading': 302.8, 'velocity': 2.3, 'pwml_chk': 1451, 'pwmr_chk': 1698, 'time_difference': 0.2}
{'latitude': 37.63338158, 'longitude': 127.077977, 'heading': 300.6, 'velocity': 2.3, 'pwml_chk': 1464, 'pwmr_chk': 1685, 'time_difference': 0.2}
{'latitude': 37.63338272, 'longitude': 127.07797483, 'heading': 299.0, 'velocity': 2.2, 'pwml_chk': 1475, 'pwmr_chk': 1674, 'time_difference': 0.2}
{'latitude': 37.63338272, 'longitude': 127.07797483, 'heading': 299.0, 'velocity': 2.2, 'pwml_chk': 1475, 'pwmr_chk': 1674, 'time_difference': 0.0}
{'latitude': 37.63338578, 'longitude': 127.0779683, 'heading': 295.0, 'velocity': 2.1, 'pwml_chk': 1491, 'pwmr_chk': 1658, 'time_difference': 0.6}
{'latitude': 37.63338667, 'longitude': 127.07796614, 'heading': 295.0, 'velocity': 2.1, 'pwml_chk': 1491, 'pwmr_chk': 1658, 'time_difference': 0.0}
{'latitude': 37.63338667, 'longitude': 127.07796614, 'heading': 294.0, 'velocity': 2.1, 'pwml_chk': 1491, 'pwmr_chk': 1658, 'time_difference': 0.2}
{'latitude': 37.63338667, 'longitude': 127.07796614, 'heading': 294.0, 'velocity': 2.1, 'pwml_chk': 1507, 'pwmr_chk': 1642, 'time_difference': 0.0}
{'latitude': 37.6333875, 'longitude': 127.077964, 'heading': 293.0, 'velocity': 2.0, 'pwml_chk': 1507, 'pwmr_chk': 1642, 'time_difference': 0.2}
{'latitude': 37.63338835, 'longitude': 127.0779619, 'heading': 291.8, 'velocity': 2.0, 'pwml_chk': 1511, 'pwmr_chk': 1638, 'time_difference': 0.2}
{'latitude': 37.63338985, 'longitude': 127.07795775, 'heading': 289.9, 'velocity': 1.9, 'pwml_chk': 1514, 'pwmr_chk': 1635, 'time_difference': 0.4}
{'latitude': 37.63339052, 'longitude': 127.07795574, 'heading': 288.8, 'velocity': 1.9, 'pwml_chk': 1519, 'pwmr_chk': 1630, 'time_difference': 0.2}
{'latitude': 37.63339115, 'longitude': 127.07795372, 'heading': 287.9, 'velocity': 1.8, 'pwml_chk': 1525, 'pwmr_chk': 1624, 'time_difference': 0.2}
{'latitude': 37.63339115, 'longitude': 127.07795372, 'heading': 287.9, 'velocity': 1.8, 'pwml_chk': 1525, 'pwmr_chk': 1624, 'time_difference': 0.0}
{'latitude': 37.63339178, 'longitude': 127.07795174, 'heading': 286.9, 'velocity': 1.8, 'pwml_chk': 1529, 'pwmr_chk': 1620, 'time_difference': 0.2}
{'latitude': 37.63339288, 'longitude': 127.07794789, 'heading': 285.2, 'velocity': 1.7, 'pwml_chk': 1529, 'pwmr_chk': 1620, 'time_difference': 0.4}
{'latitude': 37.63339342, 'longitude': 127.07794594, 'heading': 284.4, 'velocity': 1.7, 'pwml_chk': 1529, 'pwmr_chk': 1620, 'time_difference': 0.2}
{'latitude': 37.63339389, 'longitude': 127.07794404, 'heading': 283.5, 'velocity': 1.7, 'pwml_chk': 1529, 'pwmr_chk': 1620, 'time_difference': 0.2}
{'latitude': 37.63339433, 'longitude': 127.07794217, 'heading': 282.8, 'velocity': 1.7, 'pwml_chk': 1529, 'pwmr_chk': 1620, 'time_difference': 0.2}
{'latitude': 37.63339478, 'longitude': 127.07794032, 'heading': 281.8, 'velocity': 1.6, 'pwml_chk': 1529, 'pwmr_chk': 1620, 'time_difference': 0.2}
{'latitude': 37.63339516, 'longitude': 127.07793848, 'heading': 281.3, 'velocity': 1.6, 'pwml_chk': 1546, 'pwmr_chk': 1603, 'time_difference': 0.2}
{'latitude': 37.63339557, 'longitude': 127.07793666, 'heading': 280.5, 'velocity': 1.6, 'pwml_chk': 1548, 'pwmr_chk': 1601, 'time_difference': 0.2}
{'latitude': 37.63339592, 'longitude': 127.07793484, 'heading': 279.8, 'velocity': 1.6, 'pwml_chk': 1548, 'pwmr_chk': 1601, 'time_difference': 0.2}
{'latitude': 37.63339623, 'longitude': 127.07793307, 'heading': 279.4, 'velocity': 1.5, 'pwml_chk': 1550, 'pwmr_chk': 1599, 'time_difference': 0.2}
{'latitude': 37.63339652, 'longitude': 127.07793131, 'heading': 279.0, 'velocity': 1.6, 'pwml_chk': 1553, 'pwmr_chk': 1596, 'time_difference': 0.2}
{'latitude': 37.63339682, 'longitude': 127.0779296, 'heading': 279.0, 'velocity': 1.5, 'pwml_chk': 1554, 'pwmr_chk': 1595, 'time_difference': 0.2}
{'latitude': 37.63339708, 'longitude': 127.07792792, 'heading': 278.8, 'velocity': 1.5, 'pwml_chk': 1554, 'pwmr_chk': 1595, 'time_difference': 0.2}
{'latitude': 37.63339759, 'longitude': 127.07792453, 'heading': 278.9, 'velocity': 1.5, 'pwml_chk': 1554, 'pwmr_chk': 1595, 'time_difference': 0.4}
{'latitude': 37.63339787, 'longitude': 127.07792291, 'heading': 278.9, 'velocity': 1.4, 'pwml_chk': 1555, 'pwmr_chk': 1594, 'time_difference': 0.2}
{'latitude': 37.63339817, 'longitude': 127.07792126, 'heading': 278.9, 'velocity': 1.4, 'pwml_chk': 1555, 'pwmr_chk': 1594, 'time_difference': 0.2}
{'latitude': 37.63339844, 'longitude': 127.07791961, 'heading': 278.9, 'velocity': 1.5, 'pwml_chk': 1555, 'pwmr_chk': 1594, 'time_difference': 0.2}
{'latitude': 37.63339873, 'longitude': 127.07791804, 'heading': 278.9, 'velocity': 1.4, 'pwml_chk': 1554, 'pwmr_chk': 1595, 'time_difference': 0.2}
{'latitude': 37.63339905, 'longitude': 127.0779164, 'heading': 278.7, 'velocity': 1.4, 'pwml_chk': 1554, 'pwmr_chk': 1595, 'time_difference': 0.2}
{'latitude': 37.63339933, 'longitude': 127.07791479, 'heading': 278.7, 'velocity': 1.4, 'pwml_chk': 1554, 'pwmr_chk': 1595, 'time_difference': 0.2}
{'latitude': 37.63339933, 'longitude': 127.07791479, 'heading': 278.7, 'velocity': 1.4, 'pwml_chk': 1379, 'pwmr_chk': 1770, 'time_difference': 0.0}
{'latitude': 37.6333996, 'longitude': 127.07791324, 'heading': 278.5, 'velocity': 1.4, 'pwml_chk': 1379, 'pwmr_chk': 1770, 'time_difference': 0.2}
{'latitude': 37.63340001, 'longitude': 127.07791153, 'heading': 277.1, 'velocity': 1.6, 'pwml_chk': 1379, 'pwmr_chk': 1770, 'time_difference': 0.2}
{'latitude': 37.6334005, 'longitude': 127.07790963, 'heading': 274.3, 'velocity': 1.8, 'pwml_chk': 1379, 'pwmr_chk': 1770, 'time_difference': 0.2}
{'latitude': 37.63340093, 'longitude': 127.07790755, 'heading': 270.9, 'velocity': 1.9, 'pwml_chk': 1379, 'pwmr_chk': 1770, 'time_difference': 0.2}
{'latitude': 37.63340122, 'longitude': 127.07790532, 'heading': 267.4, 'velocity': 2.0, 'pwml_chk': 1420, 'pwmr_chk': 1729, 'time_difference': 0.2}
{'latitude': 37.63340147, 'longitude': 127.07790055, 'heading': 260.3, 'velocity': 2.2, 'pwml_chk': 1439, 'pwmr_chk': 1710, 'time_difference': 0.4}
{'latitude': 37.63340136, 'longitude': 127.07789811, 'heading': 257.7, 'velocity': 2.1, 'pwml_chk': 1439, 'pwmr_chk': 1710, 'time_difference': 0.2}
{'latitude': 37.63340104, 'longitude': 127.07789565, 'heading': 255.5, 'velocity': 2.1, 'pwml_chk': 1477, 'pwmr_chk': 1672, 'time_difference': 0.2}
{'latitude': 37.63340069, 'longitude': 127.07789328, 'heading': 253.8, 'velocity': 2.0, 'pwml_chk': 1491, 'pwmr_chk': 1658, 'time_difference': 0.2}
{'latitude': 37.63340026, 'longitude': 127.07789101, 'heading': 252.5, 'velocity': 1.9, 'pwml_chk': 1503, 'pwmr_chk': 1646, 'time_difference': 0.2}
{'latitude': 37.63339982, 'longitude': 127.07788876, 'heading': 251.0, 'velocity': 2.0, 'pwml_chk': 1512, 'pwmr_chk': 1637, 'time_difference': 0.2}
{'latitude': 37.63339931, 'longitude': 127.07788659, 'heading': 250.1, 'velocity': 1.9, 'pwml_chk': 1518, 'pwmr_chk': 1631, 'time_difference': 0.2}
{'latitude': 37.63339879, 'longitude': 127.07788449, 'heading': 249.0, 'velocity': 1.9, 'pwml_chk': 1525, 'pwmr_chk': 1624, 'time_difference': 0.2}
{'latitude': 37.63339879, 'longitude': 127.07788449, 'heading': 249.0, 'velocity': 1.9, 'pwml_chk': 1530, 'pwmr_chk': 1619, 'time_difference': 0.0}
{'latitude': 37.63339826, 'longitude': 127.07788243, 'heading': 248.0, 'velocity': 1.8, 'pwml_chk': 1530, 'pwmr_chk': 1619, 'time_difference': 0.2}
{'latitude': 37.63339773, 'longitude': 127.07788039, 'heading': 247.1, 'velocity': 1.8, 'pwml_chk': 1535, 'pwmr_chk': 1614, 'time_difference': 0.2}
{'latitude': 37.63339716, 'longitude': 127.07787843, 'heading': 246.3, 'velocity': 1.8, 'pwml_chk': 1535, 'pwmr_chk': 1614, 'time_difference': 0.2}
{'latitude': 37.63339601, 'longitude': 127.07787466, 'heading': 244.9, 'velocity': 1.6, 'pwml_chk': 1539, 'pwmr_chk': 1610, 'time_difference': 0.4}
{'latitude': 37.63339539, 'longitude': 127.07787285, 'heading': 244.4, 'velocity': 1.7, 'pwml_chk': 1546, 'pwmr_chk': 1603, 'time_difference': 0.2}
{'latitude': 37.63339481, 'longitude': 127.07787108, 'heading': 244.0, 'velocity': 1.6, 'pwml_chk': 1552, 'pwmr_chk': 1597, 'time_difference': 0.2}
{'latitude': 37.63339423, 'longitude': 127.07786936, 'heading': 243.4, 'velocity': 1.6, 'pwml_chk': 1552, 'pwmr_chk': 1597, 'time_difference': 0.2}
{'latitude': 37.63339362, 'longitude': 127.0778677, 'heading': 243.3, 'velocity': 1.5, 'pwml_chk': 1552, 'pwmr_chk': 1597, 'time_difference': 0.2}
{'latitude': 37.633393, 'longitude': 127.07786601, 'heading': 242.9, 'velocity': 1.6, 'pwml_chk': 1552, 'pwmr_chk': 1597, 'time_difference': 0.2}
{'latitude': 37.63339241, 'longitude': 127.07786438, 'heading': 242.4, 'velocity': 1.5, 'pwml_chk': 1552, 'pwmr_chk': 1597, 'time_difference': 0.2}
{'latitude': 37.63339176, 'longitude': 127.07786282, 'heading': 242.3, 'velocity': 1.5, 'pwml_chk': 1552, 'pwmr_chk': 1597, 'time_difference': 0.2}
{'latitude': 37.63339119, 'longitude': 127.07786121, 'heading': 242.0, 'velocity': 1.5, 'pwml_chk': 1552, 'pwmr_chk': 1597, 'time_difference': 0.2}
{'latitude': 37.6333906, 'longitude': 127.07785962, 'heading': 241.5, 'velocity': 1.5, 'pwml_chk': 1559, 'pwmr_chk': 1590, 'time_difference': 0.2}
{'latitude': 37.6333906, 'longitude': 127.07785962, 'heading': 241.5, 'velocity': 1.5, 'pwml_chk': 1560, 'pwmr_chk': 1589, 'time_difference': 0.0}
{'latitude': 37.63338994, 'longitude': 127.07785816, 'heading': 241.4, 'velocity': 1.4, 'pwml_chk': 1561, 'pwmr_chk': 1588, 'time_difference': 0.2}
{'latitude': 37.63338939, 'longitude': 127.07785659, 'heading': 241.0, 'velocity': 1.5, 'pwml_chk': 1561, 'pwmr_chk': 1588, 'time_difference': 0.2}
{'latitude': 37.63338876, 'longitude': 127.07785505, 'heading': 240.6, 'velocity': 1.5, 'pwml_chk': 1561, 'pwmr_chk': 1588, 'time_difference': 0.2}
{'latitude': 37.63338751, 'longitude': 127.07785205, 'heading': 240.0, 'velocity': 1.4, 'pwml_chk': 1561, 'pwmr_chk': 1588, 'time_difference': 0.4}
{'latitude': 37.63338693, 'longitude': 127.07785055, 'heading': 239.7, 'velocity': 1.4, 'pwml_chk': 1562, 'pwmr_chk': 1587, 'time_difference': 0.2}
{'latitude': 37.6333863, 'longitude': 127.07784909, 'heading': 239.6, 'velocity': 1.4, 'pwml_chk': 1563, 'pwmr_chk': 1586, 'time_difference': 0.2}
{'latitude': 37.63338568, 'longitude': 127.07784761, 'heading': 239.3, 'velocity': 1.4, 'pwml_chk': 1565, 'pwmr_chk': 1584, 'time_difference': 0.2}
{'latitude': 37.63338513, 'longitude': 127.07784618, 'heading': 238.8, 'velocity': 1.4, 'pwml_chk': 1564, 'pwmr_chk': 1585, 'time_difference': 0.2}
{'latitude': 37.63338447, 'longitude': 127.07784477, 'heading': 238.8, 'velocity': 1.4, 'pwml_chk': 1565, 'pwmr_chk': 1584, 'time_difference': 0.2}
{'latitude': 37.63338388, 'longitude': 127.07784339, 'heading': 238.5, 'velocity': 1.3, 'pwml_chk': 1566, 'pwmr_chk': 1583, 'time_difference': 0.2}
{'latitude': 37.63338321, 'longitude': 127.07784199, 'heading': 238.7, 'velocity': 1.4, 'pwml_chk': 1566, 'pwmr_chk': 1583, 'time_difference': 0.2}
{'latitude': 37.6333826, 'longitude': 127.07784068, 'heading': 238.6, 'velocity': 1.3, 'pwml_chk': 1565, 'pwmr_chk': 1584, 'time_difference': 0.2}
{'latitude': 37.6333826, 'longitude': 127.07784068, 'heading': 238.6, 'velocity': 1.3, 'pwml_chk': 1565, 'pwmr_chk': 1584, 'time_difference': 0.0}
{'latitude': 37.63338198, 'longitude': 127.07783932, 'heading': 238.5, 'velocity': 1.4, 'pwml_chk': 1565, 'pwmr_chk': 1584, 'time_difference': 0.2}
{'latitude': 37.63338136, 'longitude': 127.07783798, 'heading': 238.5, 'velocity': 1.3, 'pwml_chk': 1565, 'pwmr_chk': 1584, 'time_difference': 0.2}
{'latitude': 37.63338072, 'longitude': 127.07783666, 'heading': 238.7, 'velocity': 1.3, 'pwml_chk': 1565, 'pwmr_chk': 1584, 'time_difference': 0.2}
{'latitude': 37.63337955, 'longitude': 127.07783399, 'heading': 238.3, 'velocity': 1.3, 'pwml_chk': 1565, 'pwmr_chk': 1584, 'time_difference': 0.4}
{'latitude': 37.63337889, 'longitude': 127.07783271, 'heading': 238.2, 'velocity': 1.3, 'pwml_chk': 1563, 'pwmr_chk': 1586, 'time_difference': 0.2}
{'latitude': 37.63337836, 'longitude': 127.0778314, 'heading': 237.9, 'velocity': 1.2, 'pwml_chk': 1563, 'pwmr_chk': 1586, 'time_difference': 0.2}
{'latitude': 37.63337777, 'longitude': 127.07783011, 'heading': 238.0, 'velocity': 1.3, 'pwml_chk': 1563, 'pwmr_chk': 1586, 'time_difference': 0.2}
{'latitude': 37.63337715, 'longitude': 127.07782886, 'heading': 238.1, 'velocity': 1.3, 'pwml_chk': 1563, 'pwmr_chk': 1586, 'time_difference': 0.2}
{'latitude': 37.63337658, 'longitude': 127.07782751, 'heading': 237.7, 'velocity': 1.3, 'pwml_chk': 1563, 'pwmr_chk': 1586, 'time_difference': 0.2}
{'latitude': 37.633376, 'longitude': 127.07782624, 'heading': 237.7, 'velocity': 1.3, 'pwml_chk': 1562, 'pwmr_chk': 1587, 'time_difference': 0.2}
{'latitude': 37.6333754, 'longitude': 127.07782493, 'heading': 237.4, 'velocity': 1.3, 'pwml_chk': 1562, 'pwmr_chk': 1587, 'time_difference': 0.2}
{'latitude': 37.6333754, 'longitude': 127.07782493, 'heading': 237.4, 'velocity': 1.3, 'pwml_chk': 1561, 'pwmr_chk': 1588, 'time_difference': 0.0}
{'latitude': 37.63337415, 'longitude': 127.07782234, 'heading': 237.0, 'velocity': 1.3, 'pwml_chk': 1561, 'pwmr_chk': 1588, 'time_difference': 0.4}
{'latitude': 37.63337353, 'longitude': 127.0778211, 'heading': 236.7, 'velocity': 1.2, 'pwml_chk': 1561, 'pwmr_chk': 1588, 'time_difference': 0.2}
{'latitude': 37.63337297, 'longitude': 127.07781978, 'heading': 236.3, 'velocity': 1.3, 'pwml_chk': 1561, 'pwmr_chk': 1588, 'time_difference': 0.2}
{'latitude': 37.63337232, 'longitude': 127.07781852, 'heading': 236.2, 'velocity': 1.3, 'pwml_chk': 1561, 'pwmr_chk': 1588, 'time_difference': 0.2}
{'latitude': 37.63337169, 'longitude': 127.07781726, 'heading': 235.7, 'velocity': 1.3, 'pwml_chk': 1561, 'pwmr_chk': 1588, 'time_difference': 0.2}
{'latitude': 37.63337106, 'longitude': 127.07781593, 'heading': 235.1, 'velocity': 1.3, 'pwml_chk': 1561, 'pwmr_chk': 1588, 'time_difference': 0.2}
{'latitude': 37.63337043, 'longitude': 127.07781469, 'heading': 234.7, 'velocity': 1.3, 'pwml_chk': 1561, 'pwmr_chk': 1588, 'time_difference': 0.2}
{'latitude': 37.63336976, 'longitude': 127.07781347, 'heading': 234.5, 'velocity': 1.3, 'pwml_chk': 1561, 'pwmr_chk': 1588, 'time_difference': 0.2}
{'latitude': 37.63336914, 'longitude': 127.07781219, 'heading': 233.9, 'velocity': 1.3, 'pwml_chk': 1561, 'pwmr_chk': 1588, 'time_difference': 0.2}
{'latitude': 37.63336914, 'longitude': 127.07781219, 'heading': 233.9, 'velocity': 1.3, 'pwml_chk': 1561, 'pwmr_chk': 1588, 'time_difference': 0.0}
{'latitude': 37.63336785, 'longitude': 127.0778097, 'heading': 233.0, 'velocity': 1.3, 'pwml_chk': 1561, 'pwmr_chk': 1588, 'time_difference': 0.4}
{'latitude': 37.63336723, 'longitude': 127.07780844, 'heading': 232.6, 'velocity': 1.3, 'pwml_chk': 1561, 'pwmr_chk': 1588, 'time_difference': 0.2}
{'latitude': 37.63336652, 'longitude': 127.07780722, 'heading': 232.3, 'velocity': 1.3, 'pwml_chk': 1561, 'pwmr_chk': 1588, 'time_difference': 0.2}
